route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
BRGY-2124,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2127,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2152,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2181,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2182,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2185,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2196,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2197,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2200,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRGY-2201,BRGY,"Brisbane City - Gympie North line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRIP-1872,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-1873,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-1875,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-1898,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2072,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2124,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2127,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2152,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2181,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2182,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2185,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2196,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRIP-2197,BRIP,"Brisbane City - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRNA-1872,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-1873,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2072,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2124,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2127,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2152,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2185,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2200,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRNA-2201,BRNA,"Brisbane City - Nambour line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,008752,FFFFFF
BRRP-1872,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-1873,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-1875,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-1898,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2072,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2124,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2127,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2152,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2181,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2182,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2185,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2196,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2197,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2200,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRP-2201,BRRP,"Brisbane City - Redcliffe Peninsula Line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/redcliffe-peninsula-line,1578BE,FFFFFF
BRRW-1872,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRRW-1873,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRRW-2072,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRRW-2124,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRRW-2127,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRRW-2152,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRRW-2185,BRRW,"Brisbane City - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,008752,FFFFFF
BRSH-1872,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-1873,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-1875,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-1898,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2072,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2124,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2127,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2152,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2181,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2182,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2185,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2196,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2197,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2200,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-2201,BRSH,"Brisbane City - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSP-1872,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-1873,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-1898,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2072,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2124,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2127,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2152,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2182,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2185,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-2197,BRSP,"Brisbane City - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRVL-1872,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-1873,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-1875,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-1898,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2072,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2124,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2127,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2152,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2181,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2182,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2185,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2196,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-2197,BRVL,"Brisbane City - Varsity Lakes line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
CABR-1872,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-1873,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2072,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2124,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2127,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2152,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2185,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2200,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CABR-2201,CABR,"Caboolture line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CACL-2197,CACL,"Caboolture line - Cleveland line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-1872,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-1873,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-1875,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-1898,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2072,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2124,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2127,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2152,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2181,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2182,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2185,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2196,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CAIP-2197,CAIP,"Caboolture line - Ipswich line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-1872,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-1873,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-2072,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-2124,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-2127,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-2152,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CARW-2185,CARW,"Caboolture line - Rosewood line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-1872,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-1873,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-1898,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2072,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2124,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2127,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2152,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2182,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2185,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CASP-2197,CASP,"Caboolture line - Springfield line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,008752,FFFFFF
CLBR-1872,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-1873,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-1875,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-1898,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2072,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2124,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2127,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2152,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2181,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2182,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2185,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2196,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-2197,CLBR,"Cleveland line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLCL-2197,CLCL,"Cleveland line - Cleveland line",,2,https://www.translink.com.au,00447C,FFFFFF
CLCL-2200,CLCL,"Cleveland line - Cleveland line",,2,https://www.translink.com.au,00447C,FFFFFF
CLCL-2201,CLCL,"Cleveland line - Cleveland line",,2,https://www.translink.com.au,00447C,FFFFFF
CLDB-1872,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-1873,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-2072,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-2124,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-2127,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-2152,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-2185,CLDB,"Cleveland line - Doomben line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-1872,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-1873,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-1875,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-1898,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2072,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2124,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2127,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2152,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2181,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2182,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2185,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2196,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-2197,CLSH,"Cleveland line - Shorncliffe line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
DBBN-1872,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBN-1873,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBN-2072,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBN-2124,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBN-2127,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBN-2152,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBN-2185,DBBN,"Doomben line - Beenleigh line",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-1872,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-1873,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-1875,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-2072,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-2124,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-2127,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-2152,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-2181,DBBR,"Doomben line - Brisbane City",,2,https://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
