route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
396-2063,396,"Mitchelton - Arana Hills",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/396,8DC63F,000000
396-2143,396,"Mitchelton - Arana Hills",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/396,8DC63F,000000
397-2063,397,"Ferny Grove - Mitchelton",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/397,8DC63F,000000
397-2143,397,"Ferny Grove - Mitchelton",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/397,8DC63F,000000
398-2063,398,"Mitchelton - Ferny Grove",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/398,8DC63F,000000
398-2143,398,"Mitchelton - Ferny Grove",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/398,8DC63F,000000
399-868,399,"Samford - Ferny Grove Station (Hail & Ride)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/399,8DC63F,000000
402-2063,402,"Toowong - University of Qld",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/402,8DC63F,000000
402-2143,402,"Toowong - University of Qld",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/402,8DC63F,000000
411-2063,411,"University of Qld - City via Hawken Drive",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/411,8DC63F,000000
411-2143,411,"University of Qld - City via Hawken Drive",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/411,8DC63F,000000
412-2063,412,"University of Qld - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/412,8DC63F,000000
412-2143,412,"University of Qld - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/412,8DC63F,000000
414-2063,414,"Indooroopilly - University of Qld via Taringa",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/414,8DC63F,000000
414-2143,414,"Indooroopilly - University of Qld via Taringa",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/414,8DC63F,000000
415-2063,415,"Indooroopilly - City via Taringa",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/415,8DC63F,000000
415-2143,415,"Indooroopilly - City via Taringa",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/415,8DC63F,000000
416-2063,416,"Duke Street - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/416,8DC63F,000000
416-2143,416,"Duke Street - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/416,8DC63F,000000
417-2063,417,"Long Pocket - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/417,8DC63F,000000
417-2143,417,"Long Pocket - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/417,8DC63F,000000
425-2063,425,"Chapel Hill - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/425,8DC63F,000000
425-2143,425,"Chapel Hill - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/425,8DC63F,000000
427-2063,427,"Chapel Hill - University of Qld Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/427,8DC63F,000000
427-2143,427,"Chapel Hill - University of Qld Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/427,8DC63F,000000
428-2063,428,"Chapel Hill - University of Qld",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/428,8DC63F,000000
428-2143,428,"Chapel Hill - University of Qld",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/428,8DC63F,000000
430-2063,430,"Fig Tree Pocket - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/430,8DC63F,000000
430-2143,430,"Fig Tree Pocket - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/430,8DC63F,000000
431-2063,431,"Kenmore South - City Rocket",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/431,8DC63F,000000
431-2143,431,"Kenmore South - City Rocket",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/431,8DC63F,000000
432-2063,432,"Kenmore - University of Qld Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/432,8DC63F,000000
432-2143,432,"Kenmore - University of Qld Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/432,8DC63F,000000
433-2063,433,"Kenmore South - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/433,8DC63F,000000
433-2143,433,"Kenmore South - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/433,8DC63F,000000
435-2063,435,"Brookfield - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/435,8DC63F,000000
435-2143,435,"Brookfield - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/435,8DC63F,000000
444-2063,444,"Moggill - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/444,8DC63F,000000
444-2143,444,"Moggill - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/444,8DC63F,000000
445-2063,445,"Fig Tree Pocket - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/445,8DC63F,000000
445-2143,445,"Fig Tree Pocket - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/445,8DC63F,000000
446-2063,446,"Kenmore - City Rocket",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/446,8DC63F,000000
446-2143,446,"Kenmore - City Rocket",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/446,8DC63F,000000
450-2063,450,"Riverhills - City Express via Mt Ommaney",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/450,8DC63F,000000
450-2143,450,"Riverhills - City Express via Mt Ommaney",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/450,8DC63F,000000
451-2063,451,"Sinnamon Park - Darra Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/451,8DC63F,000000
451-2143,451,"Sinnamon Park - Darra Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/451,8DC63F,000000
452-2063,452,"Riverhills West - Darra Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/452,8DC63F,000000
452-2143,452,"Riverhills West - Darra Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/452,8DC63F,000000
453-2063,453,"Mt Ommaney - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/453,8DC63F,000000
453-2143,453,"Mt Ommaney - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/453,8DC63F,000000
454-2063,454,"Riverhills - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/454,8DC63F,000000
454-2143,454,"Riverhills - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/454,8DC63F,000000
460-2063,460,"Heathwood - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/460,8DC63F,000000
460-2143,460,"Heathwood - City Express",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/460,8DC63F,000000
463-2091,463,"Forest Lake Village - Goodna Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/463,8DC63F,000000
467-2063,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/467,8DC63F,000000
467-2143,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/467,8DC63F,000000
468-2063,468,"Oxley Station - Indooroopilly",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/468,8DC63F,000000
468-2143,468,"Oxley Station - Indooroopilly",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/468,8DC63F,000000
470-2063,470,"Toowong - Teneriffe Ferry",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/470,8DC63F,000000
470-2143,470,"Toowong - Teneriffe Ferry",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/470,8DC63F,000000
471-2063,471,"Mt Coot-tha Lookout - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/471,8DC63F,000000
471-2143,471,"Mt Coot-tha Lookout - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/471,8DC63F,000000
475-2063,475,"Rainworth - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/475,8DC63F,000000
475-2143,475,"Rainworth - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/475,8DC63F,000000
476-2063,476,"Rainworth - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/476,8DC63F,000000
476-2143,476,"Rainworth - City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/476,8DC63F,000000
500-2091,500,"Riverlink Shopping Centre - Goodna Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/500,8DC63F,000000
502-2091,502,"Bundamba - Riverlink via Blackstone",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/502,8DC63F,000000
503-2091,503,"Bundamba - Riverlink via Eastern Heights",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/503,8DC63F,000000
506-2091,506,"Riverlink Shopping Centre - Leichhardt & One Mile",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/506,8DC63F,000000
509-2091,509,"Yamanto - Riverlink Shopping Centre",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/509,8DC63F,000000
512-2091,512,"Brassall - Riverlink Shopping Centre",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/512,8DC63F,000000
514-2091,514,"Tivoli - Booval Fair",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/514,8DC63F,000000
515-2091,515,"Brassall - Yamanto & Willowbank",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/515,8DC63F,000000
524-2091,524,"Redbank Plains - Goodna Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/524,8DC63F,000000
525-2091,525,"Collingwood Park - Redbank Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/525,8DC63F,000000
526-2091,526,"Orion Springfield Central - Redbank Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/526,8DC63F,000000
527-2091,527,"Orion - Goodna Station via Camira",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/527,8DC63F,000000
528-2091,528,"Orion - Springfield Station via Springfield Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/528,8DC63F,000000
529-2091,529,"Toogoolawah - Ipswich",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/529,8DC63F,000000
531-2091,531,"Springfield - Yamanto via Ripley Valley",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/531,8DC63F,000000
533-2091,533,"Spring Mountain Loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/533,8DC63F,000000
534-2049,534,"Browns Plains - Orion Springfield Central",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/534,8DC63F,000000
535-2049,535,"Flagstone - Browns Plains",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/535,8DC63F,000000
539-179,539,"Helidon - Rosewood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/539,8DC63F,000000
540-2049,540,"Beaudesert - Browns Plains",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/540,8DC63F,000000
541-2049,541,"Greenbank - Browns Plains via Boronia Heights",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/541,8DC63F,000000
542-2049,542,"Browns Plains - Park Ridge",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/542,8DC63F,000000
543-2049,543,"Browns Plains - Heritage Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/543,8DC63F,000000
545-2049,545,"Browns Plains - Garden City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/545,8DC63F,000000
547-2049,547,"Browns Plains - Woodridge",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/547,8DC63F,000000
550-2085,550,"Springwood - Browns Plains",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/550,8DC63F,000000
551-2085,551,"Brisbane City - Crestmead",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/551,8DC63F,000000
552-2085,552,"Kingston - Loganholme",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/552,8DC63F,000000
553-2085,553,"Trinder Park - Beenleigh",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/553,8DC63F,000000
554-2085,554,"Garden City - Logan Central",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/554,8DC63F,000000
555-2085,555,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/555,8DC63F,000000
560-2085,560,"Browns Plains - Loganholme",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/560,8DC63F,000000
561-2085,561,"Brisbane City - Crestmead",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/561,8DC63F,000000
562-2085,562,"Loganholme - Beenleigh",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/562,8DC63F,000000
563-2085,563,"Bethania Station - Loganholme",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/563,8DC63F,000000
564-2085,564,"Loganholme-Beenleigh-Loganholme Clockwise Loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/564,8DC63F,000000
565-2085,565,"Loganholme - Windaroo",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/565,8DC63F,000000
566-2085,566,"Brisbane City - Windaroo",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/566,8DC63F,000000
567-2085,567,"Beenleigh station - Holmview loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/567,8DC63F,000000
568-2085,568,"Loganholme-Beenleigh-Loganholme AntiClockwise Loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/568,8DC63F,000000
570-2085,570,"Loganholme - Cornubia (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/570,8DC63F,000000
571-2085,571,"Brisbane City - Loganholme",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/571,8DC63F,000000
572-2085,572,"Springwood - Loganholme",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/572,8DC63F,000000
573-2085,573,"Brisbane City - Loganholme via Daisy Hill",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/573,8DC63F,000000
574-2085,574,"Loganholme - Springwood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/574,8DC63F,000000
575-2085,575,"Brisbane City - Loganholme via Daisy Hill",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/575,8DC63F,000000
576-2085,576,"Garden City - Springwood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/576,8DC63F,000000
577-2085,577,"Brisbane City - Springwood via Rochedale South",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/577,8DC63F,000000
578-2085,578,"Springwood - Garden City",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/578,8DC63F,000000
579-2085,579,"Brisbane City - Springwood via Rochedale South",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/579,8DC63F,000000
582-2085,582,"Slacks Creek Park 'n' Ride - Springwood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/582,8DC63F,000000
586-2085,586,"Garden City - Springwood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/586,8DC63F,000000
587-1920,587,"Yarrabilba - Loganlea Station, Hospital and Tafe",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/587,8DC63F,000000
590-2063,590,"Garden City - Toombul via Carindale",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/590,8DC63F,000000
590-2143,590,"Garden City - Toombul via Carindale",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/590,8DC63F,000000
598-2063,598,"Great Circle Line Anti-Clockwise",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/598,8DC63F,000000
598-2143,598,"Great Circle Line Anti-Clockwise",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/598,8DC63F,000000
599-2063,599,"Great Circle Line Clockwise",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/599,8DC63F,000000
599-2143,599,"Great Circle Line Clockwise",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/599,8DC63F,000000
600-1989,600,"Caloundra - Maroochydore via Mooloolaba, Kawana",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/600,8DC63F,000000
602-1989,602,"Caloundra - Maroochydore via Mountain Creek",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/602,8DC63F,000000
603-1989,603,"Little Mountain - Caloundra",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/603,8DC63F,000000
604-1989,604,"Caloundra - Bellvista Loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/604,8DC63F,000000
605-1989,605,"Caloundra - Landsborough",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/605,8DC63F,000000
606-1989,606,"Baringa - Caloundra",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/606,8DC63F,000000
607-1989,607,"Caloundra - University via SCUH and Kawana",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/607,8DC63F,000000
609-1989,609,"Pelican Waters - Caloundra",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/609,8DC63F,000000
610-1989,610,"Nambour - Maroochydore via Kunda Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/610,8DC63F,000000
611-1989,611,"Maroochydore - SCUH via Mooloolaba and Kawana",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/611,8DC63F,000000
612-1989,612,"Nambour - Maroochydore via Bli Bli",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/612,8DC63F,000000
614-1989,614,"Kawana - Maroochydore via Mountain Creek",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/614,8DC63F,000000
615-1989,615,"Maroochydore - Landsborough via University",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/615,8DC63F,000000
616-1989,616,"Maroochydore - University via Alexandra Headland",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/616,8DC63F,000000
617-1989,617,"Maroochydore - Sippy Downs via University",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/617,8DC63F,000000
618-1989,618,"Sippy Downs - Kawana via University",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/618,8DC63F,000000
619-1989,619,"Kawana - Maroochydore via Alexandra Headland",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/619,8DC63F,000000
620-1989,620,"Noosa Heads - Maroochydore via Peregian Beach",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/620,8DC63F,000000
622-1989,622,"Maroochydore - Noosa Junction via Airport, Coolum",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/622,8DC63F,000000
626-1989,626,"Tewantin - Sunrise Beach via Noosa Heads",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/626,8DC63F,000000
627-1989,627,"Tewantin - Sunshine Beach via Noosa Heads",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/627,8DC63F,000000
628-1989,628,"Parklands - Noosa Junction via Noosa Civic",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/628,8DC63F,000000
629-1989,629,"Tewantin - Noosa Junction via Noosa Civic",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/629,8DC63F,000000
630-1989,630,"Noosa - Nambour via Eumundi",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/630,8DC63F,000000
631-1989,631,"Noosa - Nambour via Cooroy and Eumundi",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/631,8DC63F,000000
632-1989,632,"Noosa - Cooran via Cooroy and Pomona",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/632,8DC63F,000000
636-1989,636,"Nambour - University via Buderim",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/636,8DC63F,000000
637-1989,637,"Nambour local loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/637,8DC63F,000000
638-1989,638,"Nambour - Palmwoods loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/638,8DC63F,000000
640-2128,640,"Bribie Island - Caboolture",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/640,8DC63F,000000
641-2128,641,"Banksia Beach - Bongaree",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/641,8DC63F,000000
642-2128,642,"Bellara - Bongaree",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/642,8DC63F,000000
643-2128,643,"Bribie Island - Caboolture",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/643,8DC63F,000000
644-2128,644,"Sandstone Point - Bribie Island Park 'n' Ride",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/644,8DC63F,000000
649-2090,649,"Caboolture Station - Nambour Station (Rail Bus)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/649,8DC63F,000000
651-2128,651,"North West Caboolture - Morayfield Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/651,8DC63F,000000
652-2128,652,"Caboolture Station - Beachmere (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/652,8DC63F,000000
653-2128,653,"Caboolture Station - Morayfield Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/653,8DC63F,000000
654-2128,654,"Morayfield Station - Caboolture Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/654,8DC63F,000000
655-2128,655,"Caboolture Station - Hospital-TAFE-USC (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/655,8DC63F,000000
656-2128,656,"Morayfield Station - Upper Caboolture (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/656,8DC63F,000000
657-2128,657,"Caboolture Station - Caboolture North (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/657,8DC63F,000000
660-2090,660,"Caboolture Station - Redcliffe via Kippa-Ring",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/660,8DC63F,000000
662-2090,662,"Moreton Downs - Rothwell Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/662,8DC63F,000000
663-2090,663,"Narangba Local Service (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/663,8DC63F,000000
664-2090,664,"Burpengary Local Service (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/664,8DC63F,000000
665-2090,665,"Deception Bay - Rothwell Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/665,8DC63F,000000
667-2090,667,"Morayfield Local Service (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/667,8DC63F,000000
668-2090,668,"Narangba Station - North Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/668,8DC63F,000000
669-1986,669,"Warner - Strathpine Shopping Centre via Lawnton",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/669,8DC63F,000000
670-1986,670,"Strathpine Shopping Centre - Warner",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/670,8DC63F,000000
671-1986,671,"Strathpine Shopping Centre - Warner via Bray Park",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/671,8DC63F,000000
672-1986,672,"Strathpine Shopping Centre - Warner Lakes",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/672,8DC63F,000000
673-1986,673,"Joyner - Strathpine Shopping Centre",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/673,8DC63F,000000
674-1986,674,"Warner - Strathpine Shopping Centre",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/674,8DC63F,000000
676-1986,676,"Murrumba Downs - North Lakes via Kalangur Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/676,8DC63F,000000
679-1986,679,"Murrumba Downs - North Lakes via Griffin",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/679,8DC63F,000000
680-1983,680,"Redcliffe - Chermside via North Lakes and Petrie",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/680,8DC63F,000000
681-1983,681,"North Lakes - Mango Hill (Morning Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/681,8DC63F,000000
682-1983,682,"North Lakes - Mango Hill (Afternoon Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/682,8DC63F,000000
683-1983,683,"Dakabin - Kallangur Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/683,8DC63F,000000
684-1983,684,"North Lakes - Kallangur East",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/684,8DC63F,000000
685-1983,685,"North Lakes - Kallangur West",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/685,8DC63F,000000
686-1983,686,"French's Forest - Petrie Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/686,8DC63F,000000
687-1983,687,"North Lakes - Mango Hill Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/687,8DC63F,000000
688-1983,688,"North Lakes (Clockwise Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/688,8DC63F,000000
689-1983,689,"North Lakes (Anti-Clockwise Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/689,8DC63F,000000
690-1983,690,"Kippa-Ring - Sandgate via Redcliffe",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/690,8DC63F,000000
691-1983,691,"Redcliffe - Sandgate Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/691,8DC63F,000000
694-1983,694,"Kippa-Ring - Redcliffe via Woody Point",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/694,8DC63F,000000
696-1983,696,"Kippa-Ring - Kippa Ring Loop",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/696,8DC63F,000000
698-1983,698,"Redcliffe - Kippa-Ring via Scarborough",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/698,8DC63F,000000
699-1983,699,"Redcliffe - Kippa Ring Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/699,8DC63F,000000
700-2034,700,"Tweed Heads - Broadbeach via Burleigh Heads",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/700,8DC63F,000000
704-2034,704,"Sea World - Helensvale via Harbour Town",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/704,8DC63F,000000
705-2034,705,"Broadbeach - Seaworld & Main Beach via Surfers",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/705,8DC63F,000000
710-2034,710,"Uni-Hospital - Helensvale via Parkwood",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/710,8DC63F,000000
711-2034,711,"Sanctuary Cove - Southport via Runaway Bay",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/711,8DC63F,000000
712-2034,712,"Southport - Coombabah via Harbour Town",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/712,8DC63F,000000
713-2034,713,"Paradise Point - Southport via Harbour Town",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/713,8DC63F,000000
714-2034,714,"Uni-Hospital - Helensvale via Pacific Pines",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/714,8DC63F,000000
715-2034,715,"Southport - Helensvale via Arundel, Pacific Pines",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/715,8DC63F,000000
716-2034,716,"Studio Village - Helensvale Station (Loop)",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/716,8DC63F,000000
717-2034,717,"Pacific Pines - Helensvale Station",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/717,8DC63F,000000
718-2034,718,"Santa Barbara - Helensvale via Oyster Cove",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/718,8DC63F,000000
719-2034,719,"Paradise Point - Southport via Uni-Hospital",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/719,8DC63F,000000
721-2034,721,"Coomera - Ormeau via Coomera Springs, Pimpama",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/721,8DC63F,000000
722-2034,722,"Coomera - Ormeau via Coomera Rivers, Pimpama",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/722,8DC63F,000000
723-2034,723,"Coomera - Helensvale via Oxenford",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/723,8DC63F,000000
725-2034,725,"Coomera - Helensvale via Upper Coomera",,3,https://jp.translink.com.au/travel-information/network-information/buses/T/725,8DC63F,000000
